fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
8.022,0.67,0.302,2.029,0.06,37.998,61.955,0.996,3.261,0.562,10.202,6
11.109,0.447,0.731,3.207,0.065,6.013,21.899,0.999,3.168,0.657,11.201,6
10.39,0.409,0.549,3.189,0.076,22.088,54.043,1.0,3.149,0.89,9.905,6
6.976,0.617,0.179,1.48,0.062,6.988,49.981,0.995,3.082,0.596,9.297,5
12.58,0.31,0.721,2.206,0.072,6.028,28.662,0.999,2.88,0.819,9.784,8
11.892,0.402,0.649,2.152,0.07,6.829,27.303,0.999,3.06,0.68,11.324,6
15.578,0.686,0.76,3.69,0.101,6.055,43.489,1.003,2.954,0.676,11.19,7
9.968,0.441,0.489,2.694,0.077,11.116,18.474,0.996,3.23,0.629,11.597,7
5.302,0.569,0.013,1.691,0.053,4.894,27.097,0.993,3.568,0.841,12.483,7
9.494,0.735,0.098,2.119,0.079,6.08,31.388,0.999,3.229,0.56,10.097,6
12.519,0.381,0.599,2.61,0.08,31.058,71.984,1.0,3.103,0.732,10.512,5
9.3,0.481,0.292,2.087,0.128,6.042,15.572,0.997,3.221,0.72,11.205,5
8.565,0.529,0.219,1.995,0.1,6.906,26.79,0.997,3.2,0.559,10.206,6
11.874,0.39,0.689,2.783,0.095,16.979,35.211,0.999,3.099,0.61,10.79,6
11.884,0.389,0.692,2.797,0.094,16.912,35.501,0.999,3.104,0.613,10.808,6
8.418,0.37,0.528,1.817,0.413,8.93,25.99,0.998,3.059,1.06,9.089,6
6.794,0.56,0.033,1.703,0.084,17.945,35.156,0.997,3.439,0.631,9.986,6
10.409,0.329,0.629,2.791,0.084,5.119,22.432,1.0,3.259,0.741,11.186,7
6.994,0.23,0.402,1.591,0.062,20.938,66.799,0.995,3.498,0.628,11.108,5
11.298,0.621,0.668,5.202,0.085,5.946,19.152,0.999,3.219,0.69,13.399,8
8.917,0.59,0.394,2.293,0.094,5.039,22.169,0.999,3.368,0.582,10.297,5
9.172,0.63,0.209,2.713,0.098,29.061,64.799,0.999,3.281,0.58,9.604,5
10.411,0.329,0.63,2.804,0.084,4.975,22.14,1.0,3.262,0.738,11.212,7
11.6,0.579,0.659,2.2,0.073,10.009,46.609,1.001,3.249,0.569,8.993,3
9.214,0.428,0.524,2.313,0.084,14.017,23.69,0.998,3.35,0.608,11.268,6
8.307,0.617,0.22,2.591,0.087,6.151,18.401,0.998,3.261,0.609,9.3,5
11.002,0.264,0.68,2.552,0.085,9.97,24.177,0.997,3.18,0.609,11.806,5
8.107,0.662,0.698,2.204,0.099,24.991,128.703,0.997,3.078,0.529,8.996,5
11.481,0.315,0.541,2.112,0.084,4.93,14.691,0.999,2.981,0.7,9.194,6
9.993,0.291,0.397,2.903,0.098,10.124,26.497,1.001,3.481,0.909,9.714,5
10.296,0.502,0.422,1.979,0.068,21.207,51.347,0.998,3.159,0.72,11.496,6
8.806,0.463,0.45,2.62,0.066,6.952,18.066,0.995,3.321,0.79,14.005,6
11.419,0.36,0.69,2.118,0.09,5.998,21.206,1.0,3.171,0.619,9.222,6
8.693,0.822,0.02,1.228,0.07,36.133,48.436,0.995,3.199,0.58,9.794,5
13.011,0.32,0.649,2.569,0.093,14.887,46.533,1.0,3.052,0.613,10.6,5
9.583,0.541,0.421,2.405,0.081,24.997,52.208,0.997,3.202,0.71,11.393,6
12.49,0.369,0.547,2.605,0.083,24.991,68.347,1.0,3.15,0.818,10.399,6
9.896,0.346,0.546,2.104,0.062,4.815,14.063,0.997,3.259,0.787,10.595,5
10.499,0.28,0.51,1.713,0.08,10.067,23.743,0.998,3.202,0.891,9.422,6
9.624,0.682,0.237,2.204,0.087,4.908,28.384,0.999,3.139,0.602,10.207,5
9.323,0.272,0.41,2.006,0.091,6.03,15.942,0.998,3.281,0.699,9.706,5
10.412,0.239,0.493,1.807,0.075,6.144,19.933,0.998,3.179,1.061,11.015,6
9.605,0.682,0.241,2.18,0.087,5.033,28.044,0.999,3.142,0.601,10.203,5
9.396,0.685,0.111,2.683,0.077,5.972,30.439,0.998,3.189,0.697,10.104,6
10.603,0.28,0.391,15.47,0.07,5.947,22.974,1.003,3.118,0.66,9.203,5
9.35,0.301,0.56,2.798,0.08,6.069,17.64,0.996,3.148,0.92,11.702,8
10.592,0.358,0.59,2.191,0.152,6.153,17.844,0.999,3.04,1.05,9.401,5
10.58,0.359,0.6,2.206,0.152,6.952,18.19,0.999,3.041,1.058,9.418,5
10.594,0.438,0.68,4.114,0.113,5.84,24.567,0.997,3.06,0.661,13.393,6
10.203,0.672,0.388,1.908,0.054,6.167,17.227,0.998,3.168,0.471,9.992,5
10.229,0.668,0.39,1.903,0.056,5.913,17.19,0.998,3.169,0.471,10.004,5
10.184,0.648,0.359,1.788,0.054,4.916,13.696,0.998,3.17,0.421,10.011,6
11.604,0.318,0.551,2.774,0.081,34.945,66.576,1.0,3.319,0.921,10.819,7
9.31,0.391,0.4,2.592,0.073,9.858,25.986,0.998,3.339,0.752,10.212,6
9.284,0.776,0.271,2.803,0.078,24.02,55.576,0.998,3.313,0.671,10.595,6
9.182,0.41,0.5,2.503,0.054,12.092,24.836,0.995,3.339,0.789,13.308,7
8.911,0.399,0.512,2.596,0.052,13.086,27.447,0.995,3.318,0.899,13.404,7
8.689,0.689,0.313,3.004,0.086,22.947,80.571,1.0,3.482,0.738,11.6,6
6.483,0.387,0.23,8.296,0.051,27.991,90.806,0.995,3.439,0.549,12.12,6
10.699,0.351,0.532,2.6,0.07,5.034,16.289,0.997,3.149,0.651,11.008,8
7.787,0.521,0.249,1.904,0.081,14.128,39.178,0.998,3.429,0.65,8.993,6
7.215,0.338,0.32,2.479,0.09,42.982,113.653,0.997,3.319,0.79,11.117,5
10.696,0.35,0.53,2.59,0.07,5.055,15.835,0.997,3.147,0.648,11.0,8
8.71,0.695,0.31,3.031,0.086,23.17,81.106,1.0,3.48,0.739,11.6,6
7.777,0.52,0.25,1.895,0.081,13.986,38.041,0.998,3.43,0.652,8.988,6
10.395,0.439,0.732,6.542,0.074,37.889,76.468,0.999,3.17,0.846,12.014,7
10.387,0.436,0.73,6.554,0.074,38.196,76.183,0.999,3.17,0.849,12.004,7
10.5,0.261,0.47,1.904,0.078,6.064,23.808,0.998,3.182,1.042,10.897,7
10.475,0.243,0.42,1.782,0.077,6.054,21.893,0.998,3.211,1.048,10.803,7
10.222,0.487,0.631,2.915,0.072,9.773,26.466,0.997,3.158,0.778,12.488,7
10.408,0.239,0.459,1.792,0.074,5.87,21.32,0.998,3.25,1.02,10.807,7
11.208,0.667,0.549,2.287,0.084,6.006,12.8,1.0,3.171,0.713,9.51,6
10.008,0.59,0.308,2.181,0.09,26.112,61.318,0.999,3.182,0.63,10.197,6
13.3,0.289,0.749,2.778,0.084,23.064,42.862,0.999,3.041,0.681,11.389,7
12.404,0.423,0.491,4.609,0.072,18.819,42.971,0.998,3.021,0.611,9.487,5
9.99,0.589,0.309,2.2,0.09,26.044,62.615,0.999,3.179,0.628,10.194,6
10.677,0.399,0.478,2.08,0.125,15.052,48.121,0.998,3.029,0.81,9.693,6
10.486,0.509,0.64,2.396,0.107,6.017,15.2,0.997,3.091,0.66,11.795,7
10.499,0.509,0.641,2.416,0.106,5.981,14.723,0.997,3.089,0.66,11.798,7
8.482,0.656,0.491,6.121,0.122,34.047,150.856,1.001,3.31,1.14,9.326,5
12.519,0.596,0.486,4.315,0.1,5.094,13.758,1.001,3.248,0.742,11.894,6
10.398,0.609,0.491,2.106,0.2,4.897,15.764,0.999,3.16,0.631,8.398,3
10.894,0.211,0.487,2.814,0.088,11.046,31.713,0.997,3.22,0.678,11.693,6
7.283,0.368,0.489,2.5,0.089,39.076,105.872,0.997,3.358,0.779,10.989,5
9.832,0.252,0.489,2.697,0.088,14.975,33.358,0.998,3.422,0.9,9.996,6
7.595,0.408,0.488,2.007,0.088,15.998,42.947,0.998,3.479,0.641,9.111,5
8.181,0.387,0.491,2.326,0.099,47.002,132.842,0.998,3.377,0.988,9.813,5
9.303,0.398,0.489,2.485,0.085,37.868,142.243,0.998,3.222,0.552,9.408,5
9.197,0.43,0.488,2.389,0.086,23.149,116.233,0.998,3.228,0.642,9.489,5
10.402,0.64,0.24,2.806,0.106,28.995,53.637,1.0,3.241,0.669,9.904,5
7.288,0.367,0.49,2.493,0.089,39.021,105.896,0.997,3.36,0.778,10.992,5
7.025,0.378,0.494,2.508,0.097,32.808,85.048,0.996,3.389,0.77,11.401,6
8.171,0.421,0.493,2.62,0.084,32.164,54.922,0.999,3.343,0.747,8.702,6
9.887,0.631,0.237,2.399,0.077,5.913,32.803,0.997,3.088,0.566,9.412,5
9.092,0.22,0.236,2.091,0.077,0.87,27.979,0.999,3.412,0.872,10.311,6
11.91,0.382,0.489,2.712,0.098,12.106,42.17,1.0,3.161,0.609,10.282,5
11.896,0.383,0.49,2.732,0.098,11.829,41.694,1.0,3.158,0.608,10.307,5
10.284,0.272,0.242,2.093,0.072,14.975,32.923,0.996,3.22,0.66,12.802,6
10.022,0.478,0.24,2.694,0.101,13.014,32.569,1.0,3.279,0.559,9.987,6
9.111,0.22,0.242,2.101,0.078,1.066,27.763,0.999,3.408,0.866,10.295,6
9.902,0.627,0.24,2.402,0.077,6.004,33.03,0.997,3.087,0.569,9.397,5
8.098,0.825,0.242,2.112,0.083,4.794,13.251,0.997,3.369,0.769,10.674,6
12.887,0.348,0.493,5.8,0.067,5.025,35.171,1.001,3.199,0.659,12.018,7
11.202,0.501,0.74,5.166,0.1,4.941,16.839,1.0,3.222,0.619,11.198,5
9.179,0.59,0.238,3.293,0.101,19.978,47.425,0.999,3.26,0.67,9.606,5
9.503,0.457,0.49,6.302,0.064,4.989,17.209,0.999,3.21,0.73,10.987,6
9.332,0.714,0.24,2.111,0.069,5.032,19.615,0.997,3.118,0.589,9.912,5
11.191,0.659,0.236,2.508,0.085,16.099,53.068,0.999,3.061,0.718,11.002,6
14.35,0.313,0.743,1.805,0.075,5.896,14.629,1.001,2.862,0.792,8.407,6
9.103,0.472,0.488,2.586,0.094,37.963,105.93,0.998,3.082,0.59,9.117,5
7.531,0.55,0.242,1.987,0.078,10.036,27.887,0.998,3.45,0.781,9.527,6
10.593,0.31,0.49,2.498,0.067,5.99,20.99,0.999,3.258,0.857,10.701,6
12.396,0.348,0.492,2.597,0.078,26.761,68.716,0.999,3.12,0.752,10.399,6
9.026,0.531,0.492,1.926,0.172,6.034,25.274,0.998,3.27,0.61,9.412,6
6.786,0.511,0.01,2.098,0.074,8.846,25.26,0.996,3.328,0.558,9.53,6
9.388,0.428,0.243,2.796,0.092,13.917,45.452,0.998,3.194,0.728,10.001,6
9.477,0.462,0.237,2.701,0.091,14.099,44.022,0.998,3.12,0.737,10.01,6
4.997,1.04,0.237,1.61,0.049,32.14,96.175,0.993,3.737,0.621,11.506,5
15.515,0.646,0.486,4.212,0.096,10.082,22.956,1.003,2.921,0.738,11.097,5
15.502,0.645,0.491,4.171,0.095,9.896,23.274,1.003,2.922,0.739,11.099,5
10.902,0.529,0.491,4.621,0.118,10.019,16.784,1.0,3.071,0.563,11.702,6
15.579,0.646,0.489,4.208,0.095,10.016,23.336,1.003,2.92,0.74,11.074,5
10.897,0.528,0.494,4.588,0.118,10.019,16.781,1.0,3.07,0.565,11.703,6
13.036,0.472,0.488,4.284,0.085,5.981,47.34,1.002,3.302,0.677,12.698,6
12.736,0.6,0.489,2.819,0.075,5.047,19.382,0.999,3.14,0.568,11.412,5
8.991,0.439,0.49,2.391,0.078,25.823,121.182,0.998,3.23,0.579,9.203,5
9.01,0.541,0.492,2.892,0.094,41.103,109.371,0.998,3.083,0.609,9.192,5
7.606,0.291,0.491,2.696,0.092,24.97,60.033,0.997,3.309,0.611,10.111,6
13.005,0.468,0.49,4.304,0.085,5.895,46.999,1.002,3.299,0.681,12.698,6
12.703,0.601,0.487,2.792,0.075,5.023,18.475,0.999,3.142,0.569,11.397,5
8.706,0.701,0.24,2.5,0.226,5.153,15.384,0.999,3.32,0.597,9.004,6
8.705,0.7,0.239,2.504,0.226,4.947,15.195,0.999,3.32,0.601,9.004,6
9.793,0.501,0.489,2.611,0.25,4.941,19.598,0.999,3.309,0.79,10.69,6
6.189,0.363,0.24,2.203,0.095,18.79,41.858,0.995,3.573,0.572,11.703,6
11.517,0.352,0.492,3.315,0.07,10.019,36.79,1.0,3.321,0.909,10.987,6
6.219,0.359,0.239,2.195,0.095,19.079,41.834,0.995,3.568,0.57,11.703,6
10.203,0.243,0.493,2.413,0.075,9.886,28.135,0.998,3.141,0.611,10.404,5
10.49,0.588,0.49,2.096,0.069,13.862,46.667,0.999,3.299,0.559,9.589,4
10.622,0.341,0.491,3.185,0.078,20.023,77.729,0.999,3.19,0.701,9.996,6
12.28,0.271,0.494,3.107,0.08,27.917,46.458,0.999,3.202,0.802,10.195,6
9.898,0.498,0.239,2.3,0.104,5.959,13.851,0.998,3.341,0.521,10.023,4
8.808,0.441,0.489,2.796,0.083,18.197,111.322,0.998,3.299,0.6,9.496,5
8.798,0.473,0.494,2.897,0.085,16.817,109.768,0.998,3.29,0.601,9.789,5
10.578,0.308,0.49,2.216,0.064,17.936,40.046,0.998,3.14,0.508,9.808,6
12.285,0.498,0.486,2.22,0.088,4.959,14.085,1.0,3.19,0.441,9.607,5
12.286,0.498,0.487,2.196,0.089,5.046,14.099,1.0,3.188,0.44,9.6,5
11.697,0.49,0.487,2.202,0.083,4.835,15.767,1.0,3.189,0.43,9.181,5
11.999,0.278,0.49,1.895,0.074,9.9,20.952,0.998,2.982,0.661,9.908,7
11.759,0.331,0.492,3.424,0.093,53.904,80.076,1.0,3.302,0.761,10.69,7
7.568,0.511,0.24,2.39,0.091,7.986,37.986,0.998,3.468,0.663,9.606,6
11.093,0.312,0.487,2.692,0.094,16.029,46.848,0.999,3.122,1.02,10.586,7
7.297,0.731,0.241,1.873,0.107,18.029,101.64,0.997,3.261,0.592,9.308,5
5.018,0.422,0.24,2.011,0.06,19.142,49.712,0.992,3.72,0.741,13.985,8
10.219,0.292,0.487,2.584,0.059,4.912,12.555,0.998,3.053,0.743,10.52,7
9.028,0.45,0.49,2.59,0.084,20.984,75.296,0.999,3.354,0.572,9.695,5
6.594,0.392,0.489,1.693,0.07,22.917,149.072,0.992,3.119,0.5,11.508,6
8.972,0.453,0.492,2.615,0.085,21.068,75.071,0.999,3.348,0.568,9.704,5
9.884,0.49,0.581,3.503,0.094,9.038,43.034,1.0,3.289,0.58,9.007,5
7.902,0.719,0.173,2.594,0.096,20.245,37.898,0.998,3.4,0.526,9.513,5
8.913,0.597,0.407,7.888,0.086,30.014,109.722,1.0,3.27,0.568,9.303,5
12.417,0.402,0.511,1.989,0.059,5.86,23.548,0.999,3.034,0.6,9.291,6
11.866,0.58,0.582,1.911,0.07,4.991,18.182,0.998,3.09,0.629,10.008,6
8.514,0.587,0.184,2.086,0.078,4.97,29.402,0.997,3.202,0.479,9.793,6
12.695,0.59,0.448,2.312,0.082,10.938,22.202,1.0,3.002,0.699,9.31,6
8.175,0.914,0.273,2.108,0.088,6.893,22.947,0.996,3.262,0.471,10.006,4
13.23,0.46,0.52,2.199,0.071,12.02,35.287,1.001,3.102,0.559,8.994,6
7.704,0.838,-0.002,2.605,0.081,6.025,14.072,0.998,3.3,0.523,9.296,5
13.219,0.458,0.521,2.168,0.072,12.042,35.061,1.001,3.099,0.562,9.023,6
8.311,0.581,0.128,2.91,0.096,14.118,62.693,0.998,3.173,0.624,9.096,6
8.304,0.601,0.132,2.592,0.086,6.058,24.347,0.998,3.31,0.589,9.202,6
9.375,0.41,0.477,4.61,0.072,10.04,20.372,0.997,3.338,0.789,12.226,7
8.837,0.482,0.412,3.312,0.092,26.07,52.06,0.998,3.308,0.532,10.505,6
10.103,0.652,0.37,5.09,0.111,11.008,65.544,1.003,3.32,0.637,10.413,6
6.312,0.36,0.189,3.186,0.076,14.914,39.264,0.996,3.558,0.522,12.701,6
8.808,0.241,0.54,2.492,0.082,24.95,57.435,0.998,3.391,0.54,9.19,5
13.173,0.38,0.552,2.7,0.081,5.021,16.558,1.001,2.978,0.537,9.391,5
7.505,0.638,-0.0,2.416,0.077,17.844,29.279,0.996,3.319,0.6,10.014,6
8.22,0.388,0.378,1.513,0.057,10.241,29.086,0.996,3.261,0.742,9.809,5
9.159,0.752,0.179,2.199,0.148,9.889,102.636,0.997,2.871,1.361,10.212,6
9.59,0.6,0.501,2.315,0.079,28.033,71.596,1.0,3.5,0.571,9.692,5
9.588,0.599,0.501,2.312,0.079,27.866,70.848,1.0,3.498,0.57,9.702,5
11.475,0.314,0.512,2.203,0.079,13.851,28.562,0.998,3.033,0.932,9.814,6
11.446,0.458,0.496,2.664,0.122,4.11,17.198,1.001,3.129,0.701,10.197,5
11.288,0.369,0.409,2.287,0.088,5.832,16.337,0.999,3.09,0.8,9.292,5
8.294,0.541,0.239,3.41,0.075,15.928,112.078,0.998,3.268,0.613,9.415,5
8.22,0.559,0.229,3.409,0.079,14.08,104.056,0.998,3.279,0.619,9.404,5
10.02,0.578,0.22,1.905,0.08,8.925,31.702,0.997,3.131,0.55,9.49,5
7.913,0.51,0.25,2.887,0.076,20.931,44.82,0.997,3.492,0.96,12.084,6
6.794,0.691,0.0,5.593,0.125,21.044,57.481,1.0,3.457,0.722,10.184,5
6.804,0.688,-0.0,5.598,0.124,20.973,58.023,1.0,3.462,0.721,10.207,5
8.814,0.6,0.293,2.208,0.099,4.964,15.08,0.999,3.36,0.491,9.111,5
8.778,0.604,0.29,2.22,0.099,5.113,14.95,0.999,3.358,0.489,9.128,5
8.706,0.54,0.258,2.515,0.097,6.969,30.792,0.998,3.268,0.601,9.302,6
7.6,0.689,0.229,2.308,0.111,19.988,84.112,0.996,3.212,0.612,9.315,5
8.697,0.542,0.261,2.509,0.098,7.078,30.36,0.998,3.269,0.598,9.299,6
10.386,0.284,0.541,2.689,0.105,5.031,18.784,0.999,3.249,0.629,9.485,5
7.597,0.408,0.139,3.006,0.087,20.874,42.015,0.996,3.322,0.567,10.506,6
10.102,0.938,0.218,3.416,0.105,10.902,86.145,1.001,3.43,0.639,11.282,4
7.868,0.35,0.211,1.891,0.073,45.805,101.686,0.996,3.27,0.578,9.496,5
8.699,0.84,-0.001,1.398,0.064,24.096,32.384,0.995,3.27,0.55,9.685,5
9.599,0.879,0.28,2.393,0.086,29.909,146.908,0.998,3.239,0.53,9.404,5
9.532,0.885,0.275,2.299,0.084,31.161,144.512,0.998,3.24,0.532,9.393,5
7.705,0.915,0.121,2.177,0.143,7.082,23.075,0.996,3.35,0.652,10.22,7
8.938,0.29,0.354,1.879,0.067,24.841,57.278,0.997,3.18,1.358,10.282,6
9.907,0.54,0.454,2.294,0.071,16.089,40.16,0.999,3.388,0.621,9.4,5
9.493,0.588,0.442,2.315,0.071,21.081,68.038,0.999,3.46,0.629,9.507,5
9.887,0.54,0.451,2.3,0.07,16.126,40.456,0.999,3.39,0.619,9.388,5
9.469,0.591,0.442,2.303,0.071,21.028,67.518,0.999,3.459,0.628,9.514,5
9.9,0.539,0.452,2.286,0.071,15.882,40.119,0.999,3.394,0.616,9.396,5
7.795,0.642,0.099,6.002,0.114,4.906,11.382,0.998,3.373,0.691,10.098,7
7.301,0.669,0.052,3.62,0.107,5.943,20.244,0.997,3.401,0.63,10.111,5
8.328,0.843,0.011,2.197,0.07,5.212,13.381,0.997,3.318,0.581,11.002,4
8.704,0.48,0.3,2.796,0.066,9.98,28.424,0.996,3.329,0.671,11.215,7
6.682,0.42,0.271,8.597,0.068,24.083,147.9,0.995,3.162,0.569,11.3,6
10.73,0.426,0.395,2.198,0.106,8.068,31.904,0.999,2.891,0.501,9.614,5
9.799,0.877,0.251,2.512,0.104,34.816,154.819,1.001,3.409,0.672,11.198,5
15.89,0.36,0.646,7.503,0.095,22.093,71.023,0.998,2.982,0.839,14.898,5
9.401,0.33,0.588,2.791,0.079,9.038,30.245,0.998,3.122,0.542,11.994,6
8.613,0.471,0.469,2.402,0.074,6.971,29.199,0.998,3.08,0.459,9.506,5
9.683,0.55,0.172,2.869,0.086,19.955,52.669,1.0,3.14,0.612,9.418,5
10.713,0.429,0.393,2.203,0.106,8.128,32.066,0.999,2.892,0.501,9.615,5
11.986,0.501,0.59,1.424,0.074,22.957,42.406,0.998,2.921,0.68,10.517,7
7.186,0.518,0.069,1.42,0.074,4.999,20.304,0.997,3.321,0.809,9.599,6
7.07,0.837,0.024,4.388,0.095,4.861,12.9,0.997,3.409,0.572,11.003,4
7.202,0.524,0.074,1.397,0.074,4.942,20.325,0.997,3.321,0.811,9.62,6
7.504,0.422,0.312,1.607,0.08,14.801,42.534,0.998,3.31,0.642,9.012,5
7.219,0.571,0.061,1.61,0.075,8.968,26.958,0.997,3.36,0.698,9.578,6
10.127,0.279,0.462,1.814,0.049,5.172,12.814,0.997,3.04,0.789,10.184,6
12.121,0.403,0.522,2.006,0.092,15.146,54.57,1.0,3.032,0.66,10.217,5
9.386,0.588,0.137,2.001,0.084,24.939,48.126,0.998,3.138,0.56,9.708,5
8.316,0.489,0.36,1.805,0.222,6.096,15.922,0.998,3.181,0.599,9.512,6
11.294,0.342,0.45,2.012,0.082,6.127,14.501,0.999,2.942,0.659,9.194,6
10.021,0.729,0.432,2.308,0.059,15.146,30.853,0.997,3.149,0.571,10.992,5
11.308,0.34,0.452,1.99,0.082,5.891,15.133,0.999,2.94,0.659,9.202,6
6.894,0.399,0.238,2.492,0.084,30.007,44.754,0.996,3.261,0.582,10.011,5
8.182,0.73,0.208,1.699,0.074,5.071,13.145,0.997,3.197,0.522,9.501,5
9.79,1.238,0.335,1.997,0.079,31.954,150.231,0.998,3.149,0.53,9.508,5
8.196,0.732,0.206,1.686,0.074,4.927,13.417,0.997,3.201,0.518,9.494,5
10.781,0.401,0.41,2.232,0.084,7.038,16.876,0.998,3.078,0.669,9.299,6
9.315,0.408,0.39,2.179,0.064,11.97,31.154,0.998,3.258,0.65,10.196,5
10.827,0.401,0.41,2.181,0.083,7.154,16.426,0.998,3.082,0.665,9.269,6
8.607,0.803,0.108,2.276,0.084,12.098,30.887,0.998,3.4,0.479,9.89,5
8.302,0.779,0.101,2.585,0.082,44.932,87.549,0.998,3.48,0.531,10.012,5
10.79,0.257,0.45,3.308,0.06,19.851,48.644,0.997,3.132,0.543,9.584,5
13.281,0.43,0.581,1.928,0.07,14.996,40.05,1.0,3.061,0.489,9.008,5
8.005,0.451,0.233,2.177,0.094,16.006,28.977,0.996,3.211,0.487,10.201,6
8.459,0.458,0.309,2.254,0.077,32.124,58.19,0.998,3.328,0.54,9.787,5
8.088,0.782,0.232,2.612,0.058,5.168,15.128,0.997,3.371,0.56,11.31,5
9.796,0.98,0.322,2.317,0.079,34.893,151.401,0.998,3.25,0.48,9.396,5
8.082,0.778,0.231,2.592,0.059,4.977,15.426,0.997,3.373,0.559,11.291,5
7.087,0.648,0.179,1.786,0.07,12.867,40.271,0.997,3.437,0.6,9.101,5
9.097,0.638,0.229,3.105,0.095,12.993,37.933,1.0,3.279,0.588,9.705,5
7.697,0.659,0.042,1.618,0.039,3.937,8.862,0.996,3.4,0.468,9.409,5
8.12,0.378,0.48,1.803,0.157,5.037,17.076,0.998,3.303,1.049,9.406,5
7.42,1.187,-0.001,4.254,0.097,5.043,14.143,0.997,3.631,0.537,10.706,3
9.174,0.922,0.241,2.605,0.088,11.93,92.606,1.0,3.478,0.539,9.794,5
8.582,0.49,0.509,2.0,0.422,16.218,61.087,0.998,3.031,1.169,8.993,5
8.965,0.481,0.32,2.814,0.084,21.066,121.602,0.998,3.321,0.62,9.408,5
9.001,0.469,0.311,2.698,0.084,24.043,125.164,0.998,3.309,0.61,9.39,5
5.095,0.47,0.018,1.313,0.035,17.952,44.785,0.992,3.901,0.62,12.784,6
6.959,0.65,0.02,2.115,0.066,7.835,25.603,0.997,3.468,0.668,9.506,6
7.011,0.649,0.021,2.092,0.066,7.94,25.176,0.997,3.468,0.667,9.478,6
9.389,0.615,0.278,3.204,0.087,18.122,72.239,1.0,3.312,0.53,9.705,5
11.829,0.38,0.549,2.098,0.071,5.226,19.028,0.999,3.112,0.621,10.8,6
10.597,1.02,0.429,2.883,0.076,25.982,88.115,0.998,3.08,0.569,10.095,6
6.984,0.653,0.021,2.114,0.066,7.727,25.544,0.997,3.469,0.672,9.506,6
6.992,0.641,0.02,2.097,0.067,9.153,23.016,0.997,3.468,0.666,9.392,6
7.51,0.379,0.478,2.598,0.073,22.182,84.728,0.997,3.32,0.702,9.612,4
9.11,0.764,0.039,1.614,0.078,3.936,14.225,0.998,3.289,0.54,9.698,4
8.408,1.035,0.152,5.998,0.072,10.981,54.464,0.999,3.37,0.492,9.905,5
7.021,0.779,0.079,2.013,0.093,9.854,18.875,0.996,3.398,0.468,9.986,5
7.402,0.49,0.189,2.998,0.076,15.941,36.876,0.997,3.366,0.51,10.507,5
7.8,0.543,0.123,2.514,0.068,10.982,35.6,0.996,3.34,0.612,11.605,6
9.679,0.308,0.468,1.59,0.063,12.894,32.842,0.998,3.269,0.661,10.024,6
10.576,1.024,0.431,2.8,0.081,21.041,83.394,0.998,3.058,0.568,10.113,5
8.924,0.565,0.339,3.005,0.093,15.81,111.706,1.0,3.38,0.608,9.518,5
8.701,0.694,-0.002,3.187,0.084,12.988,33.065,0.999,3.359,0.449,9.385,5
7.998,0.431,0.36,2.304,0.075,10.084,48.201,0.998,3.34,0.461,9.402,5
9.882,0.74,0.28,2.592,0.079,21.057,76.938,0.998,3.28,0.511,9.796,5
7.222,0.489,0.18,2.711,0.068,12.938,33.621,0.997,3.293,0.484,9.195,6
7.985,0.427,0.36,2.29,0.075,9.839,47.401,0.998,3.338,0.462,9.396,5
7.601,0.458,0.107,2.609,0.079,12.003,49.011,0.997,3.207,0.573,10.002,5
8.415,0.558,0.038,1.985,0.082,9.99,22.092,0.998,3.22,0.443,9.614,5
7.098,0.66,0.001,3.882,0.086,17.016,44.5,0.998,3.462,0.539,9.487,5
8.37,0.562,0.038,2.017,0.082,10.141,21.99,0.998,3.222,0.442,9.599,5
8.92,0.479,0.238,2.839,0.094,34.877,106.17,0.998,3.099,0.527,9.195,5
7.61,0.42,0.081,2.701,0.084,14.904,48.188,0.997,3.211,0.587,9.995,5
7.096,0.312,0.299,2.198,0.052,36.092,126.9,0.996,2.943,1.62,9.484,5
7.499,1.118,0.098,3.106,0.086,4.983,12.233,0.996,3.54,0.6,11.183,4
8.996,0.657,0.172,3.016,0.076,5.028,13.363,0.998,3.29,0.552,10.402,5
8.113,0.718,0.087,2.813,0.084,18.013,48.545,0.999,3.431,0.724,11.11,6
6.414,0.568,0.019,1.801,0.068,3.976,11.121,0.997,3.464,0.681,9.536,5
6.416,0.569,0.018,1.792,0.067,3.979,10.875,0.997,3.461,0.68,9.49,5
6.408,0.865,0.032,3.187,0.071,26.914,57.894,0.995,3.611,0.487,12.695,6
9.514,0.549,0.662,2.301,0.387,11.967,36.858,0.998,3.169,0.669,9.587,5
8.87,0.876,0.132,3.448,0.088,4.087,13.836,0.999,3.442,0.519,11.513,5
7.296,0.832,0.031,2.104,0.092,10.065,18.581,0.997,3.39,0.467,9.584,5
7.02,0.45,0.337,2.693,0.082,15.843,72.051,0.998,3.551,0.602,9.501,5
7.68,0.559,0.196,1.994,0.075,9.195,39.083,0.999,3.482,0.619,9.301,5
7.711,0.965,0.104,2.099,0.112,10.902,21.704,0.996,3.259,0.497,9.504,5
7.69,0.964,0.101,2.094,0.113,10.952,22.35,0.996,3.259,0.497,9.488,5
8.183,0.59,0.0,2.468,0.093,18.85,58.202,1.0,3.499,0.647,9.286,6
